Team_id,Team,Player,Position,Matchs,On_start_%,Goals,Assists,Total_Points,Points_Average,Last_5_games_points,J_33,J_34,J_35,J_36,J_37,Avg_last_5_games,Value
18,Elche CF,Lucas Olaza,DF,18,5,1,0,15,3.8,"['-', '-', '-', '-', '6']",0,0,0,0,6,1.2,800000
18,Elche CF,John Donald,DF,30,3,0,0,8,8,"['-', '-', '-', '-', '8']",0,0,0,0,8,1.6,240000
18,Elche CF,Fidel,MD,31,78,3,3,141,4.4,"['-', '5', '2', '2', '-']",0,5,2,2,0,1.8,3840000
18,Elche CF,Tete Morente,MD,31,46,8,3,112,3.6,"['2', '2', '1', '1', '2']",2,2,1,1,2,1.6,2260000
18,Elche CF,Gumbau,MD,19,51,0,0,105,3.5,"['2', '4', '5', '2', '2']",2,4,5,2,2,3.0,1390000
18,Elche CF,Omar Mascarell,MD,18,78,2,1,103,3.3,"['7', '7', '2', '5', '3']",7,7,2,5,3,4.8,1060000
18,Elche CF,Josan,MD,13,27,0,0,103,3.4,"['4', '6', '3', '5', '2']",4,6,3,5,2,4.0,1570000
18,Elche CF,Raúl Guti,MD,16,46,0,0,72,2.4,"['-', '2', '4', '2', '4']",0,2,4,2,4,2.4,940000
18,Elche CF,Iván Marcone,MD,30,27,2,2,54,2.7,"['3', '-', '2', '-', '4']",3,0,2,0,4,1.8,420000
18,Elche CF,Kike Pérez,MD,28,14,2,0,30,2.7,"['-', '-', '-', '4', '3']",0,0,0,4,3,1.4,380000
18,Elche CF,Piatti,MD,20,8,0,0,27,2.7,"['-', '2', '3', '4', '3']",0,2,3,4,3,2.4,370000
18,Elche CF,Pastore,MD,14,14,2,1,30,2.5,"['-', '-', '2', '-', '4']",0,0,2,0,4,1.2,640000
18,Elche CF,Pere Milla,DL,12,43,1,0,128,4.1,"['2', '9', '3', '1', '-']",2,9,3,1,0,3.0,3860000
18,Elche CF,Lucas Boyé,DL,11,59,0,0,123,5.1,"['8', '-', '-', '2', '-']",8,0,0,2,0,2.0,5190000
18,Elche CF,Guido Carrillo,DL,12,27,0,0,89,3.2,"['4', '3', '4', '2', '4']",4,3,4,2,4,3.4,1210000
18,Elche CF,Ezequiel Ponce,DL,10,14,0,0,22,1.8,"['-', '1', '-10', '-', '2']",0,1,-10,0,2,-1.4,1280000
19,RC Celta de Vigo,Matías Dituro,PT,37,100,0,0,178,4.8,"['5', '7', '6', '-1', '6']",5,7,6,-1,6,4.6,3940000
19,RC Celta de Vigo,Rubén Blanco,PT,36,0,0,3,0,0,"['-', '-', '-', '-', '-']",0,0,0,0,0,0.0,330000
19,RC Celta de Vigo,Javi Galán,DF,36,97,17,5,156,4.3,"['6', '2', '10', '2', '5']",6,2,10,2,5,5.0,4460000
19,RC Celta de Vigo,Aidoo,DF,36,78,4,5,112,3.6,"['8', '4', '4', '4', '5']",8,4,4,4,5,5.0,1940000
19,RC Celta de Vigo,Néstor Araujo,DF,37,76,4,5,104,3.2,"['4', '2', '5', '2', '4']",4,2,5,2,4,3.4,1330000
19,RC Celta de Vigo,Hugo Mallo,DF,37,57,1,0,87,4.1,"['13', '-', '-', '-', '-']",13,0,0,0,0,2.6,2130000
19,RC Celta de Vigo,Kevin Vázquez,DF,33,41,7,3,71,4.4,"['-', '4', '8', '1', '4']",0,4,8,1,4,3.4,1600000
19,RC Celta de Vigo,Jeison Murillo,DF,31,32,0,0,45,2.5,"['-', '-', '-', '-10', '-']",0,0,0,-10,0,-2.0,790000
19,RC Celta de Vigo,Carlos Domínguez,DF,33,8,0,0,24,3,"['-', '1', '-', '-', '3']",0,1,0,0,3,0.8,290000
19,RC Celta de Vigo,José Fontán,DF,21,8,1,1,15,1.9,"['-', '-', '-', '4', '-']",0,0,0,4,0,0.8,340000
19,RC Celta de Vigo,Denis Suárez,MD,33,86,4,3,191,5.2,"['3', '6', '12', '4', '14']",3,6,12,4,14,7.8,5900000
19,RC Celta de Vigo,Brais Méndez,MD,16,95,0,1,159,4.4,"['4', '2', '0', '4', '6']",4,2,0,4,6,3.2,5070000
19,RC Celta de Vigo,Fran Beltrán,MD,31,84,2,0,155,4.2,"['3', '1', '5', '1', '3']",3,1,5,1,3,2.6,3710000
19,RC Celta de Vigo,Franco Cervi,MD,29,57,0,0,146,4.4,"['7', '6', '12', '5', '-']",7,6,12,5,0,6.0,3880000
19,RC Celta de Vigo,Nolito,MD,18,38,0,0,87,2.8,"['4', '4', '5', '-', '-']",4,4,5,0,0,2.6,1600000
19,RC Celta de Vigo,Renato Tapia,MD,30,35,2,2,86,3,"['2', '2', '2', '3', '4']",2,2,2,3,4,2.6,1030000
19,RC Celta de Vigo,Augusto Solari,MD,25,8,0,0,46,1.8,"['1', '-', '5', '-', '3']",1,0,5,0,3,1.8,380000
19,RC Celta de Vigo,Orbelín Pineda,MD,8,0,0,0,2,2,"['-', '-', '4', '-', '-']",0,0,4,0,0,0.8,940000
19,RC Celta de Vigo,Gabriel Veiga,MD,8,0,0,0,11,1.8,"['-', '-2', '2', '3', '4']",0,-2,2,3,4,1.4,250000
19,RC Celta de Vigo,Hugo Álvarez,MD,8,0,0,0,0,0,"['-', '-', '-', '-', '-']",0,0,0,0,0,0.0,260000
19,RC Celta de Vigo,Holsgrove,MD,6,0,0,0,0,0,"['-', '-', '-', '-', '-']",0,0,0,0,0,0.0,250000
19,RC Celta de Vigo,Alfonso González,MD,6,0,0,0,0,0,"['-', '-', '-', '-', '-']",0,0,0,0,0,0.0,340000
19,RC Celta de Vigo,Iago Aspas,DL,1,95,0,0,283,7.9,"['7', '10', '19', '11', '9']",7,10,19,11,9,11.2,15290000
19,RC Celta de Vigo,Santi Mina,DL,1,81,0,0,161,4.9,"['10', '6', '-', '-', '-']",10,6,0,0,0,3.2,6120000
19,RC Celta de Vigo,Thiago Galhardo,DL,1,22,0,0,100,3.3,"['4', '2', '10', '10', '2']",4,2,10,10,2,5.6,2590000
19,RC Celta de Vigo,Íker Losada,DL,0,0,0,0,0,0,"['-', '-', '-', '-', '-']",0,0,0,0,0,0.0,310000
19,RC Celta de Vigo,Miguel Rodríguez,DL,0,0,0,0,0,0,"['-', '-', '-', '-', '-']",0,0,0,0,0,0.0,210000
19,RC Celta de Vigo,Lautaro de León,DL,0,0,0,0,0,0,"['-', '-', '-', '-', '-']",0,0,0,0,0,0.0,290000
20,Sevilla FC,Bono,PT,33,84,3,0,166,5.4,"['-', '2', '8', '8', '2']",0,2,8,8,2,4.0,4600000
20,Sevilla FC,Dmitrovic,PT,31,14,0,2,28,5.6,"['-', '-', '-', '-', '-']",0,0,0,0,0,0.0,980000
20,Sevilla FC,Javi Díaz,PT,31,3,2,1,2,2,"['2', '-', '-', '-', '-']",2,0,0,0,0,0.4,200000
20,Sevilla FC,Diego Carlos,DF,35,89,0,1,184,5.6,"['8', '4', '3', '7', '7']",8,4,3,7,7,5.8,7980000
20,Sevilla FC,Kounde,DF,34,81,4,6,168,5.4,"['-', '9', '13', '6', '6']",0,9,13,6,6,6.8,7640000
20,Sevilla FC,Marcos Acuña,DF,30,68,1,3,158,5.3,"['2', '4', '-1', '8', '8']",2,4,-1,8,8,4.2,5130000
20,Sevilla FC,Jesús Navas,DF,29,49,6,4,108,4.5,"['-', '4', '1', '2', '5']",0,4,1,2,5,2.4,5820000
20,Sevilla FC,Gonzalo Montiel,DF,24,41,1,1,65,3.6,"['2', '-', '2', '-', '0']",2,0,2,0,0,0.8,1510000
20,Sevilla FC,Augustinsson,DF,28,24,5,1,60,3.2,"['-', '-', '-', '-', '-']",0,0,0,0,0,0.0,740000
20,Sevilla FC,Rekik,DF,33,30,9,0,56,3.3,"['4', '-', '-', '-', '2']",4,0,0,0,2,1.2,790000
20,Sevilla FC,José Ángel Carmona,DF,24,0,0,3,3,3,"['-', '-', '-', '-', '-']",0,0,0,0,0,0.0,250000
20,Sevilla FC,Rakitic,MD,18,70,1,2,194,5.7,"['9', '7', '4', '3', '5']",9,7,4,3,5,5.6,8290000
20,Sevilla FC,Joan Jordan,MD,25,81,2,1,141,4,"['4', '2', '5', '3', '-']",4,2,5,3,0,2.8,4900000
20,Sevilla FC,Papu Gómez,MD,22,51,5,1,135,4.8,"['4', '2', '5', '10', '3']",4,2,5,10,3,4.8,6490000
20,Sevilla FC,Delaney,MD,17,38,2,4,107,4.3,"['-', '2', '3', '5', '5']",0,2,3,5,5,3.0,3000000
20,Sevilla FC,Fernando Reges,MD,17,57,0,2,104,4.3,"['5', '-', '-', '-', '-']",5,0,0,0,0,1.0,2980000
20,Sevilla FC,Óliver Torres,MD,25,27,2,3,90,3.6,"['6', '4', '1', '-', '8']",6,4,1,0,8,3.8,1220000
20,Sevilla FC,Gudelj,MD,21,24,0,0,80,3.8,"['-', '-', '4', '6', '4']",0,0,4,6,4,2.8,850000
20,Sevilla FC,Pedro Ortiz,MD,19,0,5,1,5,5,"['-', '-', '-', '-', '-']",0,0,0,0,0,0.0,250000
20,Sevilla FC,Luismi Cruz,MD,19,0,0,1,3,3,"['-', '-', '-', '-', '-']",0,0,0,0,0,0.0,300000
20,Sevilla FC,Juanlu Sánchez,MD,9,0,0,1,2,2,"['-', '-', '-', '-', '-']",0,0,0,0,0,0.0,300000
20,Sevilla FC,Rafa Mir,DL,8,49,0,1,130,3.9,"['2', '-', '0', '2', '2']",2,0,0,2,2,1.2,6490000
20,Sevilla FC,Ocampos,DL,5,62,0,0,129,4.4,"['6', '4', '-', '4', '2']",6,4,0,4,2,3.2,9900000
20,Sevilla FC,Erik Lamela,DL,16,24,2,0,97,5.1,"['-', '5', '2', '2', '-']",0,5,2,2,0,1.8,5940000
20,Sevilla FC,En-Nesyri,DL,11,38,0,0,92,4.2,"['-', '8', '5', '6', '11']",0,8,5,6,11,6.0,5920000
20,Sevilla FC,Jesús Corona,DL,5,30,0,0,72,4.2,"['-2', '2', '3', '4', '1']",-2,2,3,4,1,1.6,8910000
20,Sevilla FC,Munir El Haddadi,DL,5,11,0,0,54,3.4,"['-', '-', '-', '-', '-']",0,0,0,0,0,0.0,790000
20,Sevilla FC,Suso,DL,1,16,0,0,27,3.4,"['-', '-', '-', '-', '-']",0,0,0,0,0,0.0,830000
20,Sevilla FC,Martial,DL,1,19,0,0,19,2.1,"['-', '-', '-', '1', '-']",0,0,0,1,0,0.2,6120000
20,Sevilla FC,Iván Romero,DL,2,5,0,0,7,1.8,"['-', '2', '-', '-', '-']",0,2,0,0,0,0.4,270000
